w_wagon_type,w_train_number,w_train_type,w_wagon_number,ss_name,ss_lon,fs_name,fs_lon,f_ticket_cost,f_days_diff
Female,224,Suburban,20,Heide,4.460482,Kalmthout,4.466825,44.57,20
Sleeping,496,Peak,2,Courrière,4.996051,Boitsfort,4.408114,264.32,17
Sleeping,445,Peak,9,Bruges,3.21673,Bruges-Saint-Pierre,3.201796,9.58,21
Standard,143,Regular,17,Bruxelles-Chapelle,4.34787,Buda,4.417075,31.27,26
Standard,263,Suburban,16,Hal,4.240633,Bruxelles-Schuman,4.380725,101.27999999999999,31
Standard,388,Regular,10,Natoye,5.061162,Ciney,5.091406,15.38,18
Lux,72,Intercity,16,Hasselt,5.327631,Alken,5.292867,99.47,30
Female,471,Peak,4,Wezemaal,4.747681,Wezemaal,4.747681,54.58,17
Standard,229,Suburban,9,Anvers-Berchem,4.432219,Anvers-Central,4.421098,4.87,28
Standard,103,Intercity,8,Diegem,4.442773,Gand-Saint-Pierre,3.710673,178.75999999999996,16
Female,110,Suburban,6,Iddergem,4.068488,Eichem,3.993748,46.01,28
Lux,5,Regular,16,Heizijde,4.156174,Heizijde,4.156174,95.83,23
Lux,289,Intercity,19,Milmort,5.600094,Herstal,5.622762,227.66,18
Standard,192,Intercity,6,Viville,5.786525,Arlon,5.809972,5.37,17
Standard,354,Regular,10,Herseaux,3.245961,Tournai,3.39694,69.36,20
Standard,274,Suburban,3,Moensberg,4.330729,Boondael,4.393081,24.51,21
Lux,149,Intercity,19,Gentbrugge,3.756326,Zwijndrecht,4.329776,971.63,24
Female,265,Suburban,15,Huizingen,4.266485,Beersel,4.302603,34.95,14
Female,251,Suburban,5,Heverlee,4.695201,Bierges-Walibi,4.59475,98.25,29
Standard,252,Intercity,12,Bruxelles-Chapelle,4.34787,Weerde,4.470935,57.18999999999999,27
Female,560,Peak,4,Hever,4.537634,Haacht,4.613306,40.57,17
Standard,489,Peak,19,Bruxelles-Nord,4.36085,Hal,4.240633,93.88000000000002,18
Sleeping,445,Peak,9,Bruges-Saint-Pierre,3.201796,Blankenberge,3.13386,33.8,16
Standard,225,Intercity,13,Wezemaal,4.747681,Aarschot,4.82404,46.940000000000005,22
Standard,599,Intercity,5,Marchienne-au-Pont,4.39422,Jemappes,3.885583,150.98999999999998,30
Lux,464,Peak,15,Wezemaal,4.747681,Louvain,4.715868,149.4,28
Sleeping,20,Regular,6,Malines,4.482785,Kapelle-op-den-Bos,4.359118,31.82,19
Standard,146,Regular,16,Bruxelles-Chapelle,4.34787,Ottignies,4.56936,92.49000000000001,23
Standard,400,Regular,16,Bertrix,5.267189,Libramont,5.37927,31.63,20
Standard,105,Intercity,9,Blankenberge,3.13386,Bruges-Saint-Pierre,3.201796,24.58,15
Lux,234,Intercity,12,Opwijk,4.187317,Bruxelles-Central,4.356804,525.6500000000001,29
Lux,429,Regular,13,Bierges-Walibi,4.59475,Wavre,4.60478,23.72,15
Standard,275,Intercity,10,Bruxelles-Chapelle,4.34787,Bruxelles-Central,4.356804,7,22
Standard,448,Suburban,14,Sleidinge,3.667527,Gand-Dampoort,3.74059,38.67,18
Standard,382,Regular,7,Beernem,3.32989,Landegem,3.576856,73.98,24
Sleeping,408,Regular,17,Poix-Saint-Hubert,5.292646,Forrières,5.276783,95.63,21
Sleeping,582,Peak,14,Ottignies,4.56936,Etterbeek,4.389517,104.12,24
Female,273,Suburban,14,Huizingen,4.266485,Saint-Job,4.362758,51,30
Sleeping,26,Regular,11,Neerpelt,5.43717,Neerpelt,5.43717,26.43,16
Lux,311,Intercity,8,Herent,4.67219,Nossegem,4.50611,384.1,18
Standard,453,Suburban,3,Jette,4.326218,Bruxelles-Congrès,4.362051,25.21,31
Standard,56,Intercity,20,Nieuwkerken-Waas,4.185904,Nieuwkerken-Waas,4.185904,20.2,20
Sleeping,574,Regular,12,Deinze,3.534435,De Pinte,3.650467,31.2,22
Standard,275,Intercity,10,Bruxelles-Chapelle,4.34787,Brussels Airport-Zaventem,4.482072,42.919999999999995,15
Lux,436,Peak,19,Ypres,2.87659,Courtrai,3.264548,1020.78,20
Standard,185,Intercity,12,Bruges,3.21673,Aye,5.301096,584.3100000000001,31
Standard,276,Intercity,8,Neerwinden,5.03632,Alost,4.039649,259.77000000000004,25
Standard,495,Peak,4,Erbisoeul,3.887991,Lens,3.903226,32.35,15
Female,106,Suburban,2,Viane-Moerbeke,3.91734,Buizingen,4.25856,151.77,21
Lux,449,Peak,11,Willebroek,4.35602,Malines,4.482785,196.2,27
Standard,192,Intercity,6,Viville,5.786525,Viville,5.786525,9.15,22
Standard,383,Regular,8,Marloie,5.31389,Marche-en-Famenne,5.34629,54.34,22
Standard,111,Suburban,13,Schendelbeke,3.899285,Zandbergen,3.957652,25.55,24
Lux,228,Intercity,8,Herent,4.67219,Erps-Kwerps,4.585,278.48,14
Sleeping,494,Peak,18,Acren,3.84709,Grammont,3.872326,15.45,17
Lux,436,Peak,19,Ypres,2.87659,Ypres,2.87659,470.59000000000003,22
Female,8,Regular,3,Gentbrugge,3.756326,Gand-Dampoort,3.74059,59.14,29
Standard,231,Suburban,17,Nieuwkerken-Waas,4.185904,Nieuwkerken-Waas,4.185904,20.2,19
Female,444,Peak,19,Duinbergen,3.263591,Knokke,3.28519,3.99,15
Female,531,Suburban,8,Pont-à-Celles,4.355296,Gouy-lez-Piéton,4.325126,37.07,22
Female,17,Regular,11,Leignon,5.10778,Ciney,5.091406,10.88,16
Sleeping,380,Regular,15,Oostkamp,3.25747,Oostkamp,3.25747,36.11,30
Lux,235,Intercity,2,Belsele,4.08861,Asse,4.207988,872.64,22
Sleeping,89,Regular,2,Schaerbeek,4.37864,Zaventem,4.46989,45.62,31
Standard,415,Suburban,6,Gentbrugge,3.756326,Gentbrugge,3.756326,13.709999999999999,20
Lux,32,Regular,5,Mol,5.116333,Mol,5.116333,379.79,30
Standard,82,Intercity,20,Herent,4.67219,Erps-Kwerps,4.585,37.13,24
Lux,512,Peak,11,Naninne,4.929754,Sart-Bernard,4.94974,227.91000000000003,29
Lux,498,Peak,18,Jambes-Est,4.88026,Haversin,5.194376,1019.32,16
Sleeping,357,Regular,6,Lens,3.903226,Brugelette,3.852551,38.260000000000005,16
Female,488,Peak,7,Herseaux,3.245961,Herseaux,3.245961,61.879999999999995,30
Standard,101,Intercity,10,Oostkamp,3.25747,Bruxelles-Midi,4.33653,233.64999999999998,29
Sleeping,592,Peak,10,Londerzeel,4.299069,Boortmeerbeek,4.5739,104.03999999999999,22
Standard,415,Suburban,6,Lokeren,3.987794,Beervelde,3.879383,19.31,17
Standard,391,Regular,4,Bertrix,5.267189,Lustin,4.877468,251.83,29
Female,110,Suburban,6,Iddergem,4.068488,Denderleeuw,4.07183,5.85,28
Lux,324,Intercity,6,Anvers-Berchem,4.432219,Herentals,4.82954,705.34,20
Standard,391,Regular,4,Bertrix,5.267189,Bertrix,5.267189,68.32,17
Standard,501,Peak,11,Leignon,5.10778,Chapois,5.12426,29.86,21
Standard,249,Intercity,4,Coxyde,2.652773,Kortemark,3.043456,97.09,18
Standard,448,Suburban,14,Waarschoot,3.61535,Evergem,3.701381,33.72,26
Lux,452,Peak,11,Malines,4.482785,Kapelle-op-den-Bos,4.359118,173.58,23
Standard,291,Intercity,9,Châtelet,4.52186,Herstal,5.622762,317.56,21
Sleeping,114,Regular,7,Sint-Denijs-Boekel,3.6984,Munkzwalm,3.733242,63.129999999999995,18
Sleeping,35,Regular,9,Neerwinden,5.03632,Neerwinden,5.03632,27.77,22
Standard,495,Peak,4,Ghlin,3.90634,Jurbise,3.91069,34.97,21
Sleeping,568,Peak,13,Bruxelles-Chapelle,4.34787,Haren-Sud,4.415358,39.650000000000006,20
Sleeping,558,Peak,3,Bruges-Saint-Pierre,3.201796,Bruges-Saint-Pierre,3.201796,34.7,16
Standard,94,Intercity,11,Herseaux,3.245961,Froyennes,3.354835,52.18000000000001,30
Standard,469,Peak,15,Genk,5.497683,Bokrijk,5.408383,17.7,30
Standard,390,Regular,18,Oudegem,4.064472,Kwatrecht,3.829591,59.01,15
Standard,94,Intercity,11,Saint-Ghislain,3.820255,Saint-Ghislain,3.820255,33.93,17
Standard,383,Regular,8,Sy,5.523566,Angleur,5.59983,78.01,18
Standard,103,Intercity,8,Landen,5.07966,Aalter,3.447848,395.44999999999993,20
Standard,95,Intercity,14,Herseaux,3.245961,Froyennes,3.354835,33.27,26
Standard,461,Suburban,11,Bouwel,4.746515,Nijlen,4.666589,27.13,28
Female,525,Suburban,17,Renaix,3.60255,Audenarde,3.600388,41.14,28
Standard,329,Intercity,16,Mortsel,4.448435,Kessel,4.61846,44.62,21
Standard,190,Intercity,16,Etterbeek,4.389517,Beernem,3.32989,244.38999999999996,24
Female,265,Suburban,15,Huizingen,4.266485,Germoir,4.379445,75.15,20
Standard,448,Suburban,14,Waarschoot,3.61535,Eeklo,3.574518,9.38,30
Lux,7,Regular,4,Hasselt,5.327631,Kiewit,5.350226,56.94,21
Standard,111,Suburban,13,Schendelbeke,3.899285,Zandbergen,3.957652,25.55,27
Standard,421,Regular,3,Tielen,4.89309,Nijlen,4.666589,74.06,15
Standard,268,Intercity,12,Etterbeek,4.389517,Familleureux,4.21158,130.64,15
Female,273,Suburban,14,Huizingen,4.266485,Boondael,4.393081,61.300000000000004,30
Lux,543,Peak,14,Sint-Denijs-Boekel,3.6984,Ede,3.987525,684.5299999999999,14
Standard,291,Intercity,9,Nimy,3.956093,Amay,5.32049,362.42000000000024,22
Sleeping,575,Regular,7,De Pinte,3.650467,Deinze,3.534435,31.2,28
Female,545,Peak,20,Vichte,3.391627,Liedekerke,4.09529,277.1,22
Female,247,Suburban,7,Geel,4.988611,Herentals,4.82954,80,29
Standard,329,Intercity,16,Anvers-Berchem,4.432219,Anvers-Berchem,4.432219,9.7,14
Lux,55,Intercity,10,Welkenraedt,5.975386,Eupen,6.03711,119.1,31
Sleeping,394,Regular,15,Messancy,5.818919,Athus,5.828944,10.67,21
Female,444,Peak,19,Duinbergen,3.263591,Heist,3.239182,51.79,17
Standard,101,Intercity,10,Landegem,3.576856,Louvain,4.715868,281.61,18
Standard,412,Regular,16,Rhisnes,4.80187,Saint-Denis-Bovesse,4.76779,32.79,26
Sleeping,463,Peak,17,Boechout,4.494487,Heist-op-den-Berg,4.708231,91.27,15
Female,566,Suburban,10,Wolfstee,4.786148,Bouwel,4.746515,40,31
Sleeping,519,Peak,8,Carlsbourg,5.092785,Paliseul,5.118351,78.76,25
Female,516,Peak,7,Libramont,5.37927,Bertrix,5.267189,47.45,26
Sleeping,550,Peak,3,Schendelbeke,3.899285,Idegem,3.921556,30.31,17
Standard,359,Regular,9,Rebaix,3.793624,Ath,3.777428,9.55,24
Standard,81,Intercity,19,Kortemark,3.043456,Coxyde,2.652773,97.09,28
Standard,101,Intercity,10,Oostkamp,3.25747,Zaventem,4.46989,272.97999999999996,24
Standard,501,Peak,11,Leignon,5.10778,Chapois,5.12426,29.86,31
Standard,226,Intercity,14,Herent,4.67219,Erps-Kwerps,4.585,37.13,25
Female,488,Peak,7,Herseaux,3.245961,Mouscron,3.228449,11.97,27
Lux,196,Intercity,17,Bruxelles-Congrès,4.362051,Zele,4.042001,836.43,16
Female,130,Suburban,17,Bruxelles-Nord,4.36085,Bruxelles-Congrès,4.362051,2.93,25
Standard,544,Suburban,2,Hillegem,3.85747,Denderleeuw,4.07183,61.53,23
Lux,196,Intercity,17,Jette,4.326218,Sint-Gillis,4.117831,542.05,18
Standard,250,Intercity,18,Herent,4.67219,Liedekerke,4.09529,145.84999999999997,29
Standard,439,Peak,2,Gand-Dampoort,3.74059,Bruxelles-Nord,4.36085,174.77,15
Lux,452,Peak,11,Baasrode-Zuid,4.153496,Baasrode-Zuid,4.153496,140.19,22
Standard,489,Peak,19,Bruxelles-Nord,4.36085,Schaerbeek,4.37864,6.08,25
Standard,595,Peak,14,Hillegem,3.85747,Burst,3.922418,37.85,18
Lux,316,Intercity,17,Zaventem,4.46989,Bruxelles-Central,4.356804,295.01,22
Sleeping,408,Regular,17,Poix-Saint-Hubert,5.292646,Poix-Saint-Hubert,5.292646,70.5,30
Standard,258,Intercity,13,Froyennes,3.354835,Mouscron,3.228449,74.91,23
Lux,85,Intercity,19,Waregem,3.42551,Wevelgem,3.183519,772.52,19
Female,420,Suburban,15,Nieuwkerken-Waas,4.185904,Saint-Nicolas,4.142963,45.46,19
Standard,359,Regular,9,Rebaix,3.793624,Ath,3.777428,9.55,21
Standard,94,Intercity,11,Quaregnon,3.856541,Jemappes,3.885583,30.84,29
Lux,468,Peak,16,Diepenbeek,5.419946,Hasselt,5.327631,145.2,17
Sleeping,381,Regular,7,Marche-en-Famenne,5.34629,Rivage,5.587635,150.73,18
Female,106,Suburban,2,Viane-Moerbeke,3.91734,Forest-Midi,4.309167,185.40999999999997,30
Female,308,Suburban,10,Rhisnes,4.80187,Boitsfort,4.408114,211.61,30
Standard,231,Suburban,17,Zwijndrecht,4.329776,Anvers-Berchem,4.432219,27.700000000000003,16
Standard,291,Intercity,9,Nimy,3.956093,Namur,4.86222,267.40000000000003,31
Female,444,Peak,19,Duinbergen,3.263591,Duinbergen,3.263591,8.75,15
Sleeping,396,Regular,16,Habay,5.632689,Habay,5.632689,69.64,31
Sleeping,385,Regular,14,Wichelen,3.969195,Beernem,3.32989,198.10999999999996,26
Standard,331,Intercity,18,Boechout,4.494487,Anvers-Berchem,4.432219,31.26,16
Standard,226,Intercity,14,Herent,4.67219,Malines-Nekkerspoel,4.489917,95.75,18
Standard,250,Intercity,18,Herent,4.67219,Bruxelles-Nord,4.36085,81.14,14
Female,507,Peak,12,Mont-Saint-Guibert,4.613883,Blanmont,4.63639,37.59,27
Standard,495,Peak,4,Mévergnies-Attre,3.833919,Mévergnies-Attre,3.833919,13.620000000000001,21
Female,33,Regular,2,Zonhoven,5.348813,Zonhoven,5.348813,40.89,20
Standard,279,Intercity,2,Hever,4.537634,Schoonaarde,4.011095,116.42,19
Standard,389,Regular,20,Schoonaarde,4.011095,Aalter,3.447848,130.14000000000001,26
Standard,597,Peak,17,Tielt,3.33034,Tielt,3.33034,56,15
Standard,509,Peak,13,Yvoir,4.87864,Yvoir,4.87864,24.560000000000002,19
Standard,337,Intercity,13,Dolhain-Gileppe,5.93649,Herent,4.67219,328.74000000000007,24
Standard,146,Regular,16,Bruxelles-Chapelle,4.34787,Groenendaal,4.44949,46.339999999999996,22
Sleeping,568,Peak,13,Bruxelles-Chapelle,4.34787,Bruxelles-Congrès,4.362051,12.3,25
Standard,38,Regular,4,Anvers-Sud,4.390264,Schelle,4.340261,32.2,30
Female,8,Regular,3,Lokeren,3.987794,Beervelde,3.879383,28.97,16
Female,467,Peak,9,Bruxelles-Chapelle,4.34787,Bruxelles-Midi,4.33653,4.19,25
Standard,383,Regular,8,Marloie,5.31389,Barvaux,5.50154,85.56,26
Lux,283,Intercity,10,Lembeek,4.22158,Tubize,4.20573,194.83999999999997,20
Standard,287,Suburban,2,Kortenberg,4.5433,Diegem,4.442773,35.68,29
Standard,262,Intercity,15,Sint-Katelijne-Waver,4.496119,Bruxelles-Central,4.356804,73.5,29
Sleeping,590,Regular,13,Wichelen,3.969195,Gand-Saint-Pierre,3.710673,102.53,17
Standard,345,Suburban,11,Céroux-Mousty,4.569049,La Roche (brabant),4.53916,26.589999999999996,15
Standard,256,Intercity,16,Mouscron,3.228449,Enghien,4.047359,278.19,19
Lux,234,Intercity,12,Mollem,4.216967,Silly,3.935861,1516.05,29
Sleeping,582,Peak,14,Viville,5.786525,Profondsart,4.545435,620.6899999999999,24
Female,27,Regular,19,Lommel,5.312032,Lommel,5.312032,69.74,26
Sleeping,144,Regular,18,Bruxelles-Chapelle,4.34787,Schaerbeek,4.37864,31.849999999999994,29
Female,27,Regular,19,Lommel,5.312032,Lommel,5.312032,69.74,28
Standard,215,Intercity,20,Godinne,4.86996,Godinne,4.86996,13.129999999999999,31
Standard,504,Peak,15,Ernage,4.66854,Ernage,4.66854,14.19,27
Standard,217,Intercity,17,Saint-Denis-Bovesse,4.76779,Chastre,4.648884,50.83,26
Female,309,Suburban,3,Bruxelles-Chapelle,4.34787,Watermael,4.399885,45.5,27
Lux,513,Peak,14,Neufchâteau,5.452557,Habay,5.632689,845.59,30
Lux,483,Peak,7,Andenne,5.094701,Château-de-Seilles,5.08175,312.84000000000003,25
Sleeping,519,Peak,8,Graide,5.043044,Graide,5.043044,47.120000000000005,30
Standard,233,Intercity,6,Sinaai,4.06894,Hal,4.240633,215.31000000000003,23
Female,33,Regular,2,Zonhoven,5.348813,Zonhoven,5.348813,40.89,30
Standard,192,Intercity,6,Stockem,5.769116,Grupont,5.280527,178.6,24
Sleeping,244,Regular,2,Begijnendijk,4.80034,Wezemaal,4.747681,73.22,18
Standard,297,Intercity,11,Forchies,4.325381,Jemeppe-sur-Sambre,4.66263,101.19,17
Standard,440,Intercity,13,De Pinte,3.650467,Wevelgem,3.183519,140.66,24
Female,450,Peak,13,Tamise,4.221349,Saint-Nicolas,4.142963,25.73,16
Standard,443,Peak,14,Bruges-Saint-Pierre,3.201796,Bruges,3.21673,6.96,17
Standard,384,Regular,19,Bruges-Saint-Pierre,3.201796,Bruges,3.21673,6.96,20
Standard,599,Intercity,5,Mons,3.942542,Froyennes,3.354835,196.70000000000002,20
Standard,505,Suburban,17,Profondsart,4.545435,Profondsart,4.545435,12.82,24
Sleeping,20,Regular,6,Kapelle-op-den-Bos,4.359118,Londerzeel,4.299069,15.49,15
Standard,215,Intercity,20,Yvoir,4.87864,Godinne,4.86996,30.2,27
Female,589,Peak,13,Nimy,3.956093,Obourg,4.007808,47.38,23
Standard,275,Intercity,10,Bruxelles-Chapelle,4.34787,Bruxelles-Congrès,4.362051,8.95,24
Lux,318,Intercity,13,Bruges,3.21673,Bruxelles-Midi,4.33653,2081.62,21
Standard,432,Regular,11,Gendron-Celles,4.964611,Anseremme,4.90553,16.52,24
Standard,510,Peak,19,Aubange,5.798058,Aubange,5.798058,17.189999999999998,21
Female,560,Peak,4,Muizen,4.51384,Malines,4.482785,9.43,17
Standard,277,Intercity,7,Coxyde,2.652773,Kwatrecht,3.829591,248.32000000000002,28
Lux,50,Regular,17,Balegem-Zuid,3.80587,Landskouter,3.791148,234.67,20
Standard,443,Peak,14,Zeebrugge-Dorp,3.195171,Lissewege,3.19451,8.07,25
Sleeping,519,Peak,8,Bertrix,5.267189,Bertrix,5.267189,93.94,24
Sleeping,35,Regular,9,Vertrijk,4.83552,Tirlemont,4.92581,91.17,15
Female,202,Suburban,4,Sint-Denijs-Boekel,3.6984,Bruxelles-Chapelle,4.34787,247.12,22
Standard,181,Suburban,5,Simonis,4.328982,Tour-et-Taxis,4.342105,11.7,20
Female,169,Suburban,20,Lillois,4.365369,De Hoek,4.370713,62.56999999999999,21
Female,507,Peak,12,Ernage,4.66854,Saint-Denis-Bovesse,4.76779,70.19,20
Female,52,Regular,4,Merelbeke,3.76889,Landskouter,3.791148,47.94,14
Standard,412,Regular,16,Lonzée,4.7201,Chastre,4.648884,34.95,28
Standard,491,Suburban,13,De Pinte,3.650467,Eke-Nazareth,3.627836,33.36,16
Female,507,Peak,12,Gembloux,4.691497,Saint-Denis-Bovesse,4.76779,60.31,30
Standard,127,Suburban,8,Bruxelles-Congrès,4.362051,Uccle-Stalle,4.3239,21.63,28
Standard,70,Intercity,19,Overpelt,5.422756,Neerpelt,5.43717,2.73,23
Lux,468,Peak,16,Diepenbeek,5.419946,Hasselt,5.327631,145.2,15
Sleeping,84,Regular,13,Nieuwkerken-Waas,4.185904,Zwijndrecht,4.329776,56.05,29
Female,251,Suburban,5,Heverlee,4.695201,Pécrot,4.651483,55.26,18
Standard,193,Suburban,8,Erembodegem,4.055451,Grand-Bigard,4.273542,61.260000000000005,21
Sleeping,47,Regular,15,Waarschoot,3.61535,Sleidinge,3.667527,38.44,27
Standard,3,Intercity,14,Milmort,5.600094,Méry,5.587237,67,24
Female,589,Peak,13,Nimy,3.956093,Obourg,4.007808,47.38,27
Standard,146,Regular,16,Boitsfort,4.408114,Beuzet,4.748531,114.06000000000002,18
Female,444,Peak,19,Heist,3.239182,Heist,3.239182,47.8,25
Standard,82,Intercity,20,Herent,4.67219,Kortenberg,4.5433,45.22,17
Sleeping,561,Peak,2,Neerpelt,5.43717,Neerpelt,5.43717,26.43,14
Sleeping,357,Regular,6,Lens,3.903226,Cambron-Casteau,3.87481,31.75,15
Standard,258,Intercity,13,Leuze,3.616876,Leuze,3.616876,91.93,28
Female,251,Suburban,5,Oud-Heverlee,4.65331,Basse-Wavre,4.621653,74.53999999999999,31
Standard,127,Suburban,8,Bruxelles-Congrès,4.362051,Uccle-Calevoet,4.332211,26.5,28
Standard,143,Regular,17,Bruxelles-Chapelle,4.34787,Malines,4.482785,60.57,23
Standard,541,Peak,17,Bruxelles-Nord,4.36085,Welle,4.050617,83.50000000000001,19
Sleeping,394,Regular,15,Messancy,5.818919,Athus,5.828944,10.67,30
Female,420,Suburban,15,Anvers-Berchem,4.432219,Anvers-Berchem,4.432219,16.87,22
Standard,112,Suburban,9,Tollembeek,3.992826,Tollembeek,3.992826,12.309999999999999,29
Female,414,Suburban,8,Limal,4.5753,Bierges-Walibi,4.59475,9.01,19
Female,106,Suburban,2,Tollembeek,3.992826,Bruxelles-Nord,4.36085,174.47999999999996,23
Sleeping,591,Peak,6,Bruxelles-Nord,4.36085,Hal,4.240633,75.63000000000001,23
Standard,291,Intercity,9,Nimy,3.956093,Charleroi-Central,4.43857,137.57999999999998,25
Female,169,Suburban,20,Lillois,4.365369,Braine-l Alleud,4.37553,48.08,29
Female,471,Peak,4,Aarschot,4.82404,Schulen,5.187405,176.3,25
Standard,495,Peak,4,Ghlin,3.90634,Erbisoeul,3.887991,27.4,22
Lux,429,Regular,13,Bierges-Walibi,4.59475,Wavre,4.60478,23.72,19
Female,488,Peak,7,Herseaux,3.245961,Mouscron,3.228449,11.97,22
Lux,188,Intercity,5,Bruxelles-Congrès,4.362051,Bruxelles-Congrès,4.362051,29.48,28
Standard,192,Intercity,6,Libramont,5.37927,Poix-Saint-Hubert,5.292646,75.47,28
Standard,3,Intercity,14,Milmort,5.600094,Milmort,5.600094,17.47,15
Female,36,Regular,12,De Pinte,3.650467,Gand-Saint-Pierre,3.710673,22.43,16
Standard,215,Intercity,20,Lustin,4.877468,Lustin,4.877468,27.330000000000002,30
Standard,510,Peak,19,Aubange,5.798058,Aubange,5.798058,17.189999999999998,26
Sleeping,463,Peak,17,Anvers-Berchem,4.432219,Mortsel,4.448435,25.400000000000002,23
Sleeping,555,Peak,5,Ingelmunster,3.255416,Izegem,3.212089,68.36,30
Standard,249,Intercity,4,Tielt,3.33034,Aarsele,3.41836,78.37,23
Standard,159,Suburban,17,Balegem-Zuid,3.80587,Balegem-Zuid,3.80587,13.89,19
Sleeping,20,Regular,6,Malines,4.482785,Kapelle-op-den-Bos,4.359118,31.82,25
Female,444,Peak,19,Bruges-Saint-Pierre,3.201796,Bruges-Saint-Pierre,3.201796,53.489999999999995,21
Lux,554,Peak,10,De Pinte,3.650467,Gand-Saint-Pierre,3.710673,112.17,21
Standard,229,Suburban,9,Anvers-Berchem,4.432219,Anvers-Berchem,4.432219,11.25,19
Sleeping,396,Regular,16,Viville,5.786525,Arlon,5.809972,7.38,24
Standard,262,Intercity,15,Wildert,4.463349,Sint-Katelijne-Waver,4.496119,113.21,21
Lux,543,Peak,14,Burst,3.922418,Bruxelles-Midi,4.33653,731.4599999999999,26
Lux,189,Intercity,9,Lonzée,4.7201,La Hulpe,4.49706,661.37,29
Sleeping,582,Peak,14,Viville,5.786525,Viville,5.786525,12.58,17
Female,309,Suburban,3,Bruxelles-Chapelle,4.34787,Etterbeek,4.389517,39.33999999999999,22
Female,488,Peak,7,Froyennes,3.354835,Herseaux,3.245961,49.91,27
Standard,279,Intercity,2,Londerzeel,4.299069,Schoonaarde,4.011095,73.76,21
Sleeping,99,Peak,6,Merelbeke,3.76889,Melle,3.79709,34.34,14
Standard,192,Intercity,6,Viville,5.786525,Neufchâteau,5.452557,121.89999999999999,26
Standard,82,Intercity,20,Herent,4.67219,Louvain,4.715868,10.51,17
Female,517,Peak,15,Paliseul,5.118351,Graide,5.043044,116.34,18
Standard,70,Intercity,19,Lommel,5.312032,Overpelt,5.422756,16.48,18
Standard,405,Regular,9,Messancy,5.818919,Athus,5.828944,7.76,24
Sleeping,396,Regular,16,Stockem,5.769116,Neufchâteau,5.452557,160.20999999999998,17
Female,322,Suburban,3,Farciennes,4.55265,Le Campinaire,4.542787,25.759999999999998,16
Lux,554,Peak,10,Deinze,3.534435,Waregem,3.42551,589.69,27
Lux,187,Intercity,3,Bruxelles-Chapelle,4.34787,Etterbeek,4.389517,197.30999999999997,26
Standard,461,Suburban,11,Bouwel,4.746515,Kessel,4.61846,37.31999999999999,27
Standard,254,Intercity,15,Belsele,4.08861,Belsele,4.08861,13.84,28
Standard,495,Peak,4,Ghlin,3.90634,Jurbise,3.91069,34.97,29
Lux,454,Peak,6,Haacht,4.613306,Hever,4.537634,202.84,23
Female,518,Peak,15,Paliseul,5.118351,Gedinne,4.978077,166.78,31
Standard,576,Regular,10,Kwatrecht,3.829591,Kwatrecht,3.829591,17.01,25
Standard,417,Suburban,4,Viane-Moerbeke,3.91734,Viane-Moerbeke,3.91734,22.32,30
Standard,185,Intercity,12,Dave-Saint-Martin,4.884417,Aye,5.301096,136.49999999999997,24
Standard,184,Intercity,17,Viville,5.786525,Poix-Saint-Hubert,5.292646,173.18,19
Standard,103,Intercity,8,Bokrijk,5.408383,Landegem,3.576856,448.41999999999996,22
Sleeping,381,Regular,7,Rivage,5.587635,Méry,5.587237,45.790000000000006,20
Standard,382,Regular,7,Tronchiennes,3.655201,Landegem,3.576856,14.7,22
Standard,63,Intercity,11,Anzegem,3.495013,Vichte,3.391627,22.33,30
Standard,63,Intercity,11,Anzegem,3.495013,Vichte,3.391627,22.33,18
Sleeping,357,Regular,6,Lens,3.903226,Mévergnies-Attre,3.833919,50.480000000000004,18
Standard,236,Regular,12,Puurs,4.282701,Willebroek,4.35602,13.22,29
Standard,491,Suburban,13,De Pinte,3.650467,Gand-Saint-Pierre,3.710673,14.96,30
Female,304,Suburban,3,Tour-et-Taxis,4.342105,Jette,4.326218,5.84,22
Female,251,Suburban,5,Sint-Joris-Weert,4.651728,Archennes,4.662441,40.540000000000006,24
Standard,69,Intercity,14,Neerpelt,5.43717,Hamont,5.543276,16.48,16
